uuid,actual,prediction
34e66a61-97fc-440c-8f13-60fe9ba6832a,0,0
f78deda9-e390-43dc-9f4e-bef24e12ddb9,0,0
0e2b1b66-4efa-446d-9a9a-38e3b9c2acdc,0,0
969ca73e-21b6-4772-a47d-e31c877e6c82,1,1
f50751d9-d2e3-4019-a406-82d85b156eb8,1,1
d9b86238-4ab4-493d-973e-aac8b29af8eb,0,0
59dd9871-5cde-445a-bc97-02138c44350e,0,0
f038dcda-1bb4-4b28-b96d-1cc397c51c76,0,0
f2107be3-233d-4118-ada4-06d15499f915,0,0
fe0cf949-047e-4781-b10b-5734944cd534,0,0
263e26b0-b0ef-4666-b82d-dbeb2d75bd98,0,0
a448e241-32ed-42f6-97ac-d2c628230199,0,0
39a201a1-ef99-410f-a7d2-e9e6456db799,0,0
02b5fb88-b4b1-4ae8-a48f-4abec30d1ae1,0,0
cb7ba44d-2cb9-41e3-9a54-f172e44a8b76,0,0
ec58f162-ae33-40de-aeac-097d225903b4,0,0
2dce51ba-2c60-4eab-94b0-80b22cbf222e,1,1
3d6803b0-45ec-45ac-9eb1-4135be588bb6,0,0
7349ef00-cf76-4fbe-8b3c-c77254fe7287,0,0
6461a31e-317e-453c-b0aa-aca1b05c8be4,0,0
50e3815f-a3eb-4c7c-8551-6e0aa7814b0a,0,0
da388dc8-48ed-4cd5-83bb-abb88393d7ce,1,1
5a2a47d1-a72b-4dd3-b407-fe4deca7f79d,0,0
b809e08d-adc7-44c8-a5bf-a52932842f80,0,0
881584ff-6e69-4266-a583-f6b894f1e858,0,0
3e096296-8573-4028-9b86-0f2c88a319d8,0,0
054eed50-29c7-4a90-9f44-b51eea82a8e7,0,0
5f0271e0-edb9-4ea9-a2f7-2ee2f5daa852,0,0
d341878c-8035-489b-82e7-adc1d9c15dc7,0,0
32f3c10b-54d0-4507-862d-69d5c6fa25f5,0,0
732a6fcc-e44d-42c7-9344-427b477f7bc0,0,0
b094ef04-be04-4eed-a65b-1690991cf042,0,0
a5601131-cfb6-48dc-9669-562f23f5fe92,0,0
ce94ec93-3bc8-49a4-8531-4f3ca2cac605,0,0
4c730856-aa06-46d0-aad6-16770ba5ae97,0,0
0a2f1d1e-0869-423c-b1c9-bb1e2bab7159,0,0
3596fa3f-fdc6-479f-997e-ad4edce92b8a,0,0
5be18057-2fcb-4393-901c-4c2139daab02,0,0
025e752d-d95c-407c-969a-3b90243efee5,0,0
508845f9-e7ef-46f6-9de0-00fd5174af68,0,0
36636143-cd59-449b-b518-e27e1befb491,0,0
6e909838-8502-4add-ad60-bef2ac9cf2a0,1,1
00a6d9da-84b7-48e2-9d90-8740a8bdfcc1,1,1
6a945b33-11d4-40b9-ab50-5a074172489c,0,0
ae89b27a-cdf8-42f5-be03-8ad3bc5056b6,0,0
f5d591f9-b9b3-4390-b5f2-4f9a1fe8d70e,0,0
5c25dfb0-8b38-41cc-be58-bcfb74556381,0,0
b0242597-97ec-435b-98bf-a8a868b9d6db,0,0
2adb5840-c926-4b4c-8323-4eaf80111e0c,0,0
58b9e134-8c8f-4baf-8055-229e308e1779,0,0
75313caa-63d3-4eac-9564-950add9d0f92,0,0
6871c9ba-3ff9-4ec9-acc3-428f40a17f4a,0,0
b745f705-acfa-4346-88f2-26197cefa529,1,1
cafd8260-fa74-4792-9d95-127ea99eb730,0,0
8e68a89e-a070-406f-94fb-f9aca8e11858,0,0
4298fe28-0abb-493b-91bf-8a8b7ad695f4,0,0
98f0c48d-fa4b-4774-8cfd-8f8afba749fd,0,0
06bdcb57-9e87-4044-94cd-83f440e285ed,0,0
79f74957-1daf-4eba-b7fb-b6fcbede7e4a,0,0
071586c2-aa24-4562-95af-55d66942b087,0,0
49e71368-ed45-45aa-b7c6-1469bf2c76b1,0,0
158acb5d-de0b-410c-a6ad-d2e280103468,0,0
668425cc-6067-42a3-a532-1b22b009bfea,0,0
ca00a347-4b9e-45aa-9fe1-a8718be37a64,0,0
fc28b3a4-85a7-4819-bbcd-195eb4c8b82e,0,0
4c67bf1f-7d93-434b-be4f-b2ea054c1ac7,0,0
c1e4eb56-acc8-4c5b-b419-249939513378,0,0
7dbeeabc-3359-40e4-b944-938a361a8a71,1,1
58193e28-9481-4dbc-b44b-f8f9c4c23790,1,1
3089358d-35e9-4df0-928e-b6b927f989af,0,0
2d454253-e6c0-41f9-a3d0-f392f908b0a5,0,0
bb98a614-d620-4421-baeb-c2b528858b8b,0,0
2cc3d63e-5d3e-411c-9964-1e8b8cfac9be,0,0
b199b52d-93f6-404e-bbf8-3a8ed7acb1d2,0,0
470b3ead-b2d0-48c0-b6e5-4133f2b5c321,0,0
67115f32-0e33-4296-a941-dac4215b8118,0,0
342c82c4-2b19-4935-bde7-e6e29b2f5f88,0,0
17454606-80f5-4161-85db-0d10a4e24eb4,0,0
d49f6b67-edad-4bd0-92d9-cc95d47235a2,0,0
dc9fd7e5-a15b-4894-9de6-a1f25a272cb9,0,0
a86811cd-012f-4f45-a2ab-d14245ecc324,0,0
ad862744-1b3f-4e17-8d6a-0343171212b4,0,0
9ed722cb-010f-47af-912e-2e58c22603b0,0,0
040e8b29-0c18-4c52-9b63-76db2f5be23a,0,0
0d39d8f7-6960-4850-a418-af075336dbfa,0,0
0067c975-f337-4ee4-aa1e-fb49b1c466d3,0,0
84bf1ee5-e94c-4f8f-b2b0-9ec323ced6db,0,0
ab1d5551-24b7-47d8-8e60-17b1fdf47736,0,0
057565e1-5526-4179-a4cb-df3d77d7c071,0,0
4dcc8f98-b50f-4067-8c26-04604632efe9,0,0
69a3abb1-7ec8-45b8-9389-81e3aed3e8b5,0,0
8698dbff-b3ac-4d43-a4dd-530594f34022,0,0
81c024a9-ff59-4a37-a7e9-97ae6fe1296d,0,0
4ec7702a-d2c5-48a6-91c3-0737270a2cba,0,0
c2d37614-faf4-4875-a913-3d398b45dc5e,0,0
6ba32c94-ee2c-4d0f-921d-7f276b2bf08c,0,0
0819ef25-a3b8-415f-a622-b6377b487ffc,1,1
d7cd8e3a-3903-457b-94b4-e4248e7a66a4,0,0
ee881cc1-f75b-4128-879d-794fa5dbda96,0,0
1dce66e8-457b-4d7a-810c-54963fa2033d,0,0
f8a14a6d-d732-4549-aa28-08a991119cdc,0,0
969f762d-c0c3-4968-a133-9fc40adde5d2,0,0
ede6c733-a926-4e00-98ee-6a966a48d7f1,0,0
4c281cc3-d082-480b-ba47-56a5f778c82c,0,0
5f3e05fb-930f-4aaa-9eb5-d8a804b71410,0,0
44762d99-0444-48a6-8782-b477d63ed493,0,0
a2fcde97-f6b1-4e6a-819e-841c0e6e24c3,1,1
05b925f9-4037-4807-a93b-659476400aad,0,0
b8e53d8c-313a-4296-b678-e05c13528588,0,0
475a8f09-3e7f-4b34-b7dd-02dbe05e76d5,0,0
6bf47b48-505e-4cc3-aea4-f4aad8534927,0,0
88d3e682-25e5-4ed2-80d3-cf55a1f38221,0,0
f8a4de5e-b7aa-4cb8-9395-86fbb29db76b,0,0
dafc0724-2884-4583-892e-8c7789b33e56,1,1
508956e9-7eb6-4329-bda9-3967b6e22404,0,0
665af781-e503-48d0-a8bc-5f5056484844,0,0
ba26a4a1-f8c1-4460-827a-15b56596eb76,0,0
d8500183-6927-4d78-82d4-80d2c90a6892,0,0
5ad120ff-8964-4fba-814f-2d13202e800e,0,0
6d99af1f-bb72-4b07-8925-b5969798c3d3,1,1
0fe7c43b-1144-45a7-80ae-d4eeac6c20ad,0,0
60e6629f-d5ec-49de-b768-6d69aae521c0,0,0
ed86cc0f-b9f7-4e8f-987d-ebde0fa2385e,0,0
9b1c127c-f62a-4015-a9c3-2b998c980b0e,0,0
cc1a4677-2efd-4a23-b41b-fea428ce6348,0,0
6d8ba87b-068b-41d0-945e-0d4fcb791600,0,0
4014ad14-7e14-4146-a06d-3ac1a6feb94b,0,0
790e02e5-a602-4390-9d3c-21a71c504785,0,0
