uuid,actual,prediction
145e750e-ef6e-48e5-affa-c4f59a31a993,0,0
29a88bd1-d235-4652-81f1-e99c1b2544b1,0,0
bbcdeb1b-e755-402f-82c0-dbcc4627dabd,0,0
e4c76cdc-6f03-4950-8d8f-0ae305957805,0,0
d839b7b9-b143-4bdf-b4c7-0dd4fe04e1f4,0,0
e88962ce-71c0-4962-9740-183243fa062d,0,0
7cdf1449-8fc0-443d-8bbd-d8371726a30b,0,0
a6359629-ff58-4844-a5ea-90ab77afa658,1,1
720abd17-d16e-4b43-afa0-b4aee2099afc,1,1
20a5e8c9-fb7a-4154-89b0-70b77d0f8516,0,0
92310dc1-6073-4fd2-8057-1df2b610b229,1,1
6cdf6980-0c7b-4d7e-acd0-49ef5ecd87b6,0,0
3089358d-35e9-4df0-928e-b6b927f989af,0,0
dc9fd7e5-a15b-4894-9de6-a1f25a272cb9,0,0
cecb8b80-cca2-47cc-a75c-af933adde709,0,0
d6c1c16a-0de2-4502-8f66-feda9d27180e,0,0
a47601b3-c491-428c-a160-f136d574121f,0,0
475a8f09-3e7f-4b34-b7dd-02dbe05e76d5,0,0
8e9a4962-38ce-4d8c-9e24-351e00e4995f,0,0
49e71368-ed45-45aa-b7c6-1469bf2c76b1,0,0
9c2b15fc-e5a4-4b16-ba68-4d17767e9a25,0,0
0ab3dd62-83b1-474d-8662-a9fc640ab768,0,0
791336d5-1052-44f3-a639-ebbeaec31b91,0,0
36b2c921-0e8b-43ac-906f-15a6d9e9aadc,0,0
784521ae-b829-41ff-a7f4-a161569d0a1a,0,0
f7ce37d5-cfe9-49fd-8308-16fced888e6a,0,0
7712687b-38d4-49f1-9947-7ef44fc5cbcf,0,0
bf0b289e-393f-4036-958c-026728a4e6ea,0,0
fba314ac-0f0f-43bc-86db-9e61a0836932,0,0
91b818a3-d903-4420-9c92-d2ef8b5d46aa,0,0
4d191321-b2f9-4dca-be8d-1508612b8381,0,0
0d2772d8-5177-4467-b46b-6cde686ffab7,0,0
732a6fcc-e44d-42c7-9344-427b477f7bc0,0,0
9c5605c2-5648-429b-b479-191ba32d53b4,0,0
c4f8019a-693f-4a2f-843a-57013c5460f1,1,1
ec464c06-5641-4366-a37f-f7c732bdb7fc,0,0
5dc0f651-038e-43ac-b169-aaf619df3345,0,0
1a38c67f-ee55-4bd0-b20f-71571150e0de,0,0
c6c10ce2-d27f-42d0-8eaf-d1292273e45f,0,0
6138ff8f-6415-450c-8450-37779c5c993d,0,0
9bac699f-91f3-4eb6-a6aa-7b34ab6fbe0f,0,0
41fe855b-5b8c-490e-abf8-defed097f718,0,0
99e0c345-4f0e-4721-b981-050d7718c327,0,0
4a431145-d1c3-49db-82db-d8aafb4e65e8,1,1
d59ae551-1a22-4b98-8d56-47c79364bfbb,0,0
5f424943-59fc-485c-ba1a-36ec2f8f2873,0,0
12edb9cf-02e0-4097-b331-afcd4c002c6d,0,0
3be1aa48-9d47-49aa-a1d0-57546ac252d4,1,1
5237d834-a3e5-4505-bbfb-6d5bac0f8099,0,0
40ad2cb7-8d96-45bc-9c48-9867484803cc,0,0
27b202a3-a24b-48d9-8685-1adf5e64c452,0,0
071586c2-aa24-4562-95af-55d66942b087,0,0
05b925f9-4037-4807-a93b-659476400aad,0,0
668425cc-6067-42a3-a532-1b22b009bfea,0,0
f002e003-34fa-4a8a-add0-1f00e2e2e8c5,0,0
0e2b1b66-4efa-446d-9a9a-38e3b9c2acdc,0,0
095730da-9935-414c-925f-1dde11f2e411,0,0
e920767b-d0cb-45a0-8cf4-d7b895c15772,0,0
b094ef04-be04-4eed-a65b-1690991cf042,0,0
7791272a-2487-4c62-b1d7-c21d591352df,1,1
cc8f2283-beac-4dbf-8fc1-41a7290f4bc2,0,0
b0acb65f-46d1-44e3-b8c6-a725bab0760a,0,0
7a6de234-7a37-4710-a45a-0be1866f5bf9,0,0
205c1990-b58b-4c91-a2ec-a1dee1144171,0,0
cd2a381e-14d4-46a2-ab1e-eb7d391ddade,0,0
6e34eabd-3b9d-48e6-ac16-f82f43694f76,0,0
496fa316-f95c-42a0-982d-27483d913139,0,0
f17d333f-ca28-4eb5-b7eb-e947d2bef942,0,0
cd018fbd-312c-4602-9e85-16e7e9d42c2d,0,0
4b4cfa6b-5501-4e3f-8633-4360c322af98,0,0
ad72e2ec-7b42-4090-9772-12abc2069f43,0,0
3c006368-d7e2-4514-9857-d3596120756e,0,0
eebafbbd-4326-42e0-a0f7-dcdca9440c95,0,0
e71bb0c2-f075-48e7-8861-51a497f68f52,1,1
fc28b3a4-85a7-4819-bbcd-195eb4c8b82e,0,0
d0bdcd2d-1e0c-4247-9c9a-9ca019118b20,0,0
9ed722cb-010f-47af-912e-2e58c22603b0,0,0
80395e4f-e4eb-476a-a981-158abf4158a2,0,0
a9fb025d-d852-4f0b-94ee-6bd8d9bb4e66,0,0
73faa21c-4f86-4be8-8ff0-ac763e41cefa,0,0
24f452e4-27d1-4705-b399-4065586bec23,0,0
e3eb5ae1-be5c-4715-84d1-fec5a6f8e8c7,0,0
9dc3468c-65ca-4c10-aa02-6aa3e5a70765,0,0
4b8e728a-b7bc-4d63-a5d9-577cd4703e3b,0,0
2ab13a0b-50fe-43c1-bf76-67707fac4753,1,1
b199b52d-93f6-404e-bbf8-3a8ed7acb1d2,0,0
e679938c-5d46-49e7-9677-15e925e2ad88,0,0
d7eb2042-9bfc-4b86-abfa-843b359d6ca4,0,0
c3e7820f-2106-4917-a0ad-e302e1582775,1,1
ba26a4a1-f8c1-4460-827a-15b56596eb76,0,0
351ccb0a-6732-4abe-bb9e-9db0b471acdf,0,0
f99cc9c7-07d3-4610-aaee-417745039479,0,0
5b53c72e-db40-48d7-9ca4-9c1f078c9efc,0,0
f63684f6-93a1-42c2-b49b-a13b0d97874c,0,0
cab2c163-3c1f-4443-9ac9-1b27265edc39,0,0
1fe21261-2605-44c4-b9f6-3f1e499b7ece,0,0
f6bd72c9-4d73-4271-841e-fc1a54c18209,0,0
400b5f8b-5cfd-441a-81d9-52a1419ae0c9,0,0
3a20ff39-1989-4464-8ac5-0b5ded2cce5b,0,0
6461a31e-317e-453c-b0aa-aca1b05c8be4,0,0
