uuid,actual,prediction
a24c7b50-4899-4bf2-83ce-72490b258d47,1,1
f9081b38-e464-4497-bee8-7772099215c5,0,0
2b5c98cb-2219-49dc-b7e8-ba0a60aaa4fd,0,0
aed8c37f-874d-4d2b-94ec-54ad6e39a460,1,0
96fda40d-a0ee-4995-96e8-e57fe0674869,0,0
12af5f16-f2d3-4a72-a744-4c792fb55ed4,0,0
f22ca5fa-09fc-41e1-86ac-0c4bca1ad9d5,0,0
98111ef6-4e0c-43e3-961a-2c0d317a8cfd,0,0
8698dbff-b3ac-4d43-a4dd-530594f34022,0,0
84f59366-125a-43e9-a6f7-b0a056c12f5e,0,0
c9fe6660-5da7-4d8e-88b7-d5b57ca4b112,0,0
00fc0d84-f29b-4c3a-bc7b-061953ffde10,0,0
0814fefd-7409-429c-ad16-e2f501d3f2bf,0,0
a2fdd13b-cf8b-45dc-829c-59a9e393bbd2,0,0
5c427b0c-be47-4715-afaf-aed0d4375d70,0,0
4f722dc8-5cb1-4cb1-adf5-080af9690941,0,0
2f6accda-5361-4f50-bdb8-fb77d356fa7a,0,0
400b5f8b-5cfd-441a-81d9-52a1419ae0c9,0,0
ab1d5551-24b7-47d8-8e60-17b1fdf47736,0,0
8d900e39-e830-456e-90c2-1dfc4231ad7e,0,0
c5f7edf7-d408-4047-8caa-1765f9da4b82,0,0
9bdb311d-4647-48b7-bf4a-8718d3661783,0,0
aeb0d924-f894-4eef-84d1-685a6d28532e,0,0
e88962ce-71c0-4962-9740-183243fa062d,0,0
039f0da3-d6aa-482b-b6d7-ab86b444059d,0,0
3550f438-02d0-48d8-8b07-61f3a9618c75,1,1
392e259d-15c1-47e8-bdbd-4fa7084b49e0,0,0
bb94cedb-00ff-4519-a7fd-5905a4a8e7b4,0,0
a4dc480f-5c2f-4bae-81ec-dcb51c0e71e3,0,0
5ce0cade-9109-4f64-bd33-3be705251ad0,0,0
f002e003-34fa-4a8a-add0-1f00e2e2e8c5,0,0
791336d5-1052-44f3-a639-ebbeaec31b91,0,0
e3ce7440-30c7-476f-a155-3671293b455b,0,0
78f82296-f0ea-4add-995d-62f3ab3c06b5,0,0
fc019fb2-9a50-46b4-b1b5-039767276242,1,1
2156586a-6b3c-4861-8dc9-215b733723c9,0,0
2bfbc40b-42b4-41fe-a4f4-3787cd4b4b5d,0,0
