uuid,actual,prediction
6ba32c94-ee2c-4d0f-921d-7f276b2bf08c,0,0
300efda6-605d-4737-b3b9-0aff8a72d7d8,0,0
bb94cedb-00ff-4519-a7fd-5905a4a8e7b4,0,0
2e3a2762-ed17-4244-9d5d-76b4a2b7927f,1,1
f17d333f-ca28-4eb5-b7eb-e947d2bef942,0,0
5237d834-a3e5-4505-bbfb-6d5bac0f8099,0,0
58e3552a-5559-40a1-9819-07e06b135cdd,1,1
2a6e90cf-cd1f-4da9-8299-359d11b21dcf,1,1
811516e9-07de-4a47-ac21-01e5bbc09c86,0,0
3089358d-35e9-4df0-928e-b6b927f989af,0,0
958e6cd0-0d54-4eeb-a5ee-a9ec1a23f394,0,0
6e9bf48d-4e79-42a3-b6c6-1512a81e7aa4,0,0
7f35d8a5-fb23-46ef-a365-00d189ccd0e0,0,0
145e750e-ef6e-48e5-affa-c4f59a31a993,0,0
36a725d1-d371-4dc3-af1d-ab1e9e512162,0,0
881584ff-6e69-4266-a583-f6b894f1e858,0,0
699ee866-841f-49a0-8f6f-cacc4cef1662,0,0
df33cca2-3c8b-4678-bae6-caada0186e80,1,1
fcccec5c-6986-4133-abcc-1581979c6edf,0,0
f7fafe5a-2874-4468-a7b3-59c3d4f6c349,0,0
218b01c1-be43-4c36-856b-d53b27e13513,1,1
5e9a60fa-68ce-4708-8598-df0152d130d3,1,1
3b762ebd-ba46-49dd-b609-c997885acd72,0,0
7e196aa8-1470-4c34-8700-7ea21cff9d52,0,0
6815b6b5-4cba-4b9c-af99-a1af83402c50,1,1
bc946907-345e-4284-a673-988711298329,0,0
1ac504aa-1e80-4e5b-a7af-ea3e8929898f,0,0
fbd9042b-914d-4188-8c73-21c7a816ebbd,1,1
753bf5c6-d11e-4523-bcec-543ba820649a,0,0
de481e5f-3311-4c44-8a21-d70e2648b9b9,1,1
a58a66d9-c956-455e-9e1a-9b4465f9b185,0,0
7b2012dc-a887-4be1-b492-eefa84c70fdc,0,0
8c170e6a-ebb6-4dff-aa56-2006484ca2e6,0,0
37f1ed42-cd49-4414-9c18-571980513273,1,1
bbcdeb1b-e755-402f-82c0-dbcc4627dabd,0,0
470c8468-dea5-45d0-b497-a527327a7008,1,1
1dce66e8-457b-4d7a-810c-54963fa2033d,0,0
fc541a6d-9776-43b1-a9ae-fabf38a00bbc,1,1
e3eb5ae1-be5c-4715-84d1-fec5a6f8e8c7,0,0
056a8580-3a67-4d00-8cd8-62a517f97f55,0,0
8e68a89e-a070-406f-94fb-f9aca8e11858,0,0
43a0865f-b02b-406b-b311-4d6416bc0cf8,1,1
6a5c06d9-c2f7-452b-9385-03663597161b,0,0
bb058aa4-d394-498c-b0af-78f037cbc08b,0,0
0d2772d8-5177-4467-b46b-6cde686ffab7,0,0
47e477bd-11b0-4294-b72c-7cbb3cd516b3,0,0
1e49908d-33e6-4f56-b3d0-10352a204528,0,0
c221bf52-48fd-4770-8dc0-2d43235b0a11,0,0
d839b7b9-b143-4bdf-b4c7-0dd4fe04e1f4,0,0
e679938c-5d46-49e7-9677-15e925e2ad88,0,0
cb4152c8-acaf-4fac-ae27-5578a0cd2555,0,0
53544d34-0e91-4f66-bfe5-4fbb4d8b94fb,1,1
5bf5c15a-def9-44ee-9c58-abf4fab67460,0,0
7c9d7449-7303-4863-ae5e-8868136bafe2,0,0
7edea32c-8884-429f-a77d-457f42a4f421,1,1
32c2dc45-8deb-4683-bef8-27253db43f82,1,1
27f021d5-fb13-49ed-836f-fa8e8b5610e6,0,0
38b5cb70-c34f-4ec2-8ef7-e88729f75ddf,1,1
3837586e-e245-40fd-89de-3f87cbbe62bb,1,1
a9fb025d-d852-4f0b-94ee-6bd8d9bb4e66,0,0
da60d016-7247-4fe4-bc70-fe73ac52f897,0,0
668425cc-6067-42a3-a532-1b22b009bfea,0,0
69b9b8cd-a6b4-4d71-89c6-b98d8b185e76,0,0
9cadd7b1-57e9-4469-8365-4983b3657b57,0,0
cbc09e14-3c9e-4d0c-9a50-0d9aecb433d8,0,0
6674e7b3-d312-487e-b5d2-b6112433a556,0,0
7f5dcce9-e39c-4b67-b72e-3e47fe07437a,1,1
508845f9-e7ef-46f6-9de0-00fd5174af68,0,0
ef865de6-9ee4-47ee-9f79-993deb548118,1,1
d16ae755-c5dd-44f8-b99c-fa4bdac0a349,0,0
f5fa031f-9215-49b6-b7e2-3b15c069c11b,0,0
66ce3a00-7b9c-443b-836c-42846f78cb44,1,1
32576556-a936-4bce-a183-ddc794b309f4,1,1
1c52292c-1b6e-4dac-962b-028837c9762d,0,0
308fed68-73b6-40e6-9980-f56da25261ff,0,0
bcec2528-ed44-462c-9918-10dda94fd307,1,1
84f59366-125a-43e9-a6f7-b0a056c12f5e,0,0
2183943c-b2c8-4f45-bd3c-45ffe6e96d74,0,0
69a3abb1-7ec8-45b8-9389-81e3aed3e8b5,0,0
2b3b5ca1-1dde-4418-8a53-159ab244c179,1,1
d06d33e3-3c4d-4696-8314-dd03da1a9928,1,1
80af1e90-a4fc-451a-990e-773db63b3ed0,0,0
66715dbf-0f7e-4ea7-afc2-2c2566998f0f,0,0
d54c8179-f953-411a-a949-1afedae1c8b5,0,0
a448e241-32ed-42f6-97ac-d2c628230199,0,0
a47601b3-c491-428c-a160-f136d574121f,0,0
7712687b-38d4-49f1-9947-7ef44fc5cbcf,0,0
72e8c937-da9d-468c-898f-1b98bb3ea4fd,0,0
4e50f92a-4266-47ee-bad4-e17eda7af6be,0,0
70ddd5ad-edf6-4e9e-9f12-6e8eb798af06,0,0
aac16266-53a0-4d40-87b9-a4578e40a84a,0,0
59b1fccb-5b59-4cb8-865a-c61256cff478,0,0
665af781-e503-48d0-a8bc-5f5056484844,0,0
25d658aa-9b02-4ef4-8d9c-bdbfd7678ed6,0,0
869064f9-ecf7-48f6-807f-df6a61b99fa4,1,1
896f2d00-eaaf-434a-a0d3-31bdb91b5ae5,0,0
25c1489e-d547-44e7-be9a-8465fe5f9fe1,0,0
85bfa4a8-9935-4235-babe-8a1abc5d3e03,1,1
a492f9e6-7267-43df-803b-7eedbbeda988,0,0
da5786da-fd82-415c-8360-d132f4e75757,0,0
32a86960-dcda-4a27-a875-6fe618f3ea88,0,0
7beccbcb-3a6e-4729-af50-70df2e0e8702,0,0
bfc40e8f-ee56-4108-bfb8-08f35adde0fc,1,1
2b5c98cb-2219-49dc-b7e8-ba0a60aaa4fd,0,0
f523ab7d-d052-46ce-801c-98a708c4a623,0,0
d561814f-d30a-4541-8c70-17a7fa734a0c,0,0
4014ad14-7e14-4146-a06d-3ac1a6feb94b,0,0
4298fe28-0abb-493b-91bf-8a8b7ad695f4,0,0
5be18057-2fcb-4393-901c-4c2139daab02,0,0
025e752d-d95c-407c-969a-3b90243efee5,0,0
83f668d1-9c35-404b-a75c-7b6cef92b1fd,0,0
b1ae5fa8-96dd-4dcf-896d-a241b4e5b775,0,0
3fcb4853-aa97-45af-aeac-cae9d0fd753d,0,0
